ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,JOBS_1000
OH,Ohio,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,**,**
OH,Ohio,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,930,0.176
OH,Ohio,47-3016,Helpers--Roofers,detailed,580,0.109
OH,Ohio,47-3019,"Helpers, Construction Trades, All Other",detailed,280,0.053
OH,Ohio,47-4011,Construction and Building Inspectors,detailed,"2,940",0.556
OH,Ohio,47-4021,Elevator Installers and Repairers,detailed,550,0.104
OH,Ohio,47-4031,Fence Erectors,detailed,690,0.131
OH,Ohio,47-4041,Hazardous Materials Removal Workers,detailed,"1,830",0.346
OH,Ohio,47-4051,Highway Maintenance Workers,detailed,"7,430",1.407
OH,Ohio,47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,420,0.080
OH,Ohio,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,"1,500",0.284
OH,Ohio,47-4099,"Construction and Related Workers, All Other",detailed,830,0.158
OH,Ohio,47-5011,"Derrick Operators, Oil and Gas",detailed,**,**
OH,Ohio,47-5012,"Rotary Drill Operators, Oil and Gas",detailed,390,0.073
OH,Ohio,47-5013,"Service Unit Operators, Oil, Gas, and Mining",detailed,810,0.154
OH,Ohio,47-5021,"Earth Drillers, Except Oil and Gas",detailed,360,0.068
OH,Ohio,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,**,**
OH,Ohio,47-5041,Continuous Mining Machine Operators,detailed,280,0.053
OH,Ohio,47-5042,Mine Cutting and Channeling Machine Operators,detailed,430,0.081
OH,Ohio,47-5051,"Rock Splitters, Quarry",detailed,**,**
OH,Ohio,47-5071,"Roustabouts, Oil and Gas",detailed,"1,100",0.209
OH,Ohio,47-5081,Helpers--Extraction Workers,detailed,290,0.056
OH,Ohio,49-0000,"Installation, Maintenance, and Repair Occupations",major,"208,220",39.429
OH,Ohio,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"16,320",3.091
OH,Ohio,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"3,750",0.711
OH,Ohio,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,620,0.117
OH,Ohio,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"7,610",1.441
OH,Ohio,49-2091,Avionics Technicians,detailed,430,0.082
OH,Ohio,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,640,0.121
OH,Ohio,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,340,0.065
OH,Ohio,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"2,200",0.417
OH,Ohio,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,660,0.124
OH,Ohio,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,270,0.050
OH,Ohio,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed,"1,270",0.241
OH,Ohio,49-2098,Security and Fire Alarm Systems Installers,detailed,"2,490",0.471
OH,Ohio,49-3011,Aircraft Mechanics and Service Technicians,detailed,"3,510",0.665
OH,Ohio,49-3021,Automotive Body and Related Repairers,detailed,"5,930",1.123
OH,Ohio,49-3022,Automotive Glass Installers and Repairers,detailed,860,0.162
OH,Ohio,49-3023,Automotive Service Technicians and Mechanics,detailed,"24,790",4.694
OH,Ohio,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"11,770",2.228
OH,Ohio,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,"1,440",0.273
OH,Ohio,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,"3,460",0.655
OH,Ohio,49-3043,Rail Car Repairers,detailed,870,0.164
OH,Ohio,49-3051,Motorboat Mechanics and Service Technicians,detailed,400,0.077
OH,Ohio,49-3052,Motorcycle Mechanics,detailed,750,0.142
OH,Ohio,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,"1,480",0.280
OH,Ohio,49-3091,Bicycle Repairers,detailed,320,0.060
OH,Ohio,49-3092,Recreational Vehicle Service Technicians,detailed,210,0.040
OH,Ohio,49-3093,Tire Repairers and Changers,detailed,"3,780",0.716
OH,Ohio,49-9011,Mechanical Door Repairers,detailed,"1,110",0.211
OH,Ohio,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,"1,450",0.274
OH,Ohio,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"10,740",2.034
OH,Ohio,49-9031,Home Appliance Repairers,detailed,"1,650",0.312
OH,Ohio,49-9041,Industrial Machinery Mechanics,detailed,"17,970",3.403
OH,Ohio,49-9043,"Maintenance Workers, Machinery",detailed,"3,170",0.599
OH,Ohio,49-9044,Millwrights,detailed,"2,650",0.501
OH,Ohio,49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,120,0.022
OH,Ohio,49-9051,Electrical Power-Line Installers and Repairers,detailed,"3,250",0.615
OH,Ohio,49-9052,Telecommunications Line Installers and Repairers,detailed,"3,260",0.617
OH,Ohio,49-9061,Camera and Photographic Equipment Repairers,detailed,90,0.017
OH,Ohio,49-9062,Medical Equipment Repairers,detailed,"1,890",0.358
OH,Ohio,49-9063,Musical Instrument Repairers and Tuners,detailed,270,0.052
OH,Ohio,49-9064,Watch Repairers,detailed,140,0.026
OH,Ohio,49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,630,0.118
OH,Ohio,49-9071,"Maintenance and Repair Workers, General",detailed,"52,280",9.901
OH,Ohio,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,"2,300",0.435
OH,Ohio,49-9094,Locksmiths and Safe Repairers,detailed,600,0.114
OH,Ohio,49-9095,Manufactured Building and Mobile Home Installers,detailed,30,0.006
OH,Ohio,49-9096,Riggers,detailed,280,0.054
OH,Ohio,49-9097,Signal and Track Switch Repairers,detailed,280,0.052
OH,Ohio,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,"2,230",0.422
OH,Ohio,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"5,630",1.066
OH,Ohio,51-0000,Production Occupations,major,"501,570",94.979
OH,Ohio,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"29,510",5.589
OH,Ohio,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,420,0.080
OH,Ohio,51-2021,"Coil Winders, Tapers, and Finishers",detailed,850,0.161
OH,Ohio,51-2022,Electrical and Electronic Equipment Assemblers,detailed,"9,390",1.778
OH,Ohio,51-2023,Electromechanical Equipment Assemblers,detailed,"2,640",0.501
OH,Ohio,51-2031,Engine and Other Machine Assemblers,detailed,"5,940",1.125
OH,Ohio,51-2041,Structural Metal Fabricators and Fitters,detailed,"3,990",0.755
OH,Ohio,51-2091,Fiberglass Laminators and Fabricators,detailed,640,0.121
OH,Ohio,51-2092,Team Assemblers,detailed,"53,480",10.127
OH,Ohio,51-2093,Timing Device Assemblers and Adjusters,detailed,50,0.009
OH,Ohio,51-2099,"Assemblers and Fabricators, All Other",detailed,"24,650",4.669
OH,Ohio,51-3011,Bakers,detailed,"6,210",1.176
OH,Ohio,51-3021,Butchers and Meat Cutters,detailed,"5,960",1.128
OH,Ohio,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,"2,320",0.440
OH,Ohio,51-3023,Slaughterers and Meat Packers,detailed,"2,140",0.405
OH,Ohio,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,"1,250",0.237
OH,Ohio,51-3092,Food Batchmakers,detailed,"5,340",1.012
OH,Ohio,51-3093,Food Cooking Machine Operators and Tenders,detailed,980,0.187
OH,Ohio,51-3099,"Food Processing Workers, All Other",detailed,"1,520",0.289
OH,Ohio,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,"12,790",2.423
OH,Ohio,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,"1,750",0.332
OH,Ohio,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"5,690",1.078
OH,Ohio,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"1,540",0.292
OH,Ohio,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"2,600",0.492
OH,Ohio,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"18,180",3.443
OH,Ohio,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,840,0.158
OH,Ohio,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"5,840",1.106
OH,Ohio,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"2,710",0.512
OH,Ohio,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"1,200",0.228
OH,Ohio,51-4041,Machinists,detailed,"28,800",5.454
OH,Ohio,51-4051,Metal-Refining Furnace Operators and Tenders,detailed,"1,940",0.366
OH,Ohio,51-4052,"Pourers and Casters, Metal",detailed,850,0.161
OH,Ohio,51-4061,"Model Makers, Metal and Plastic",detailed,540,0.103
OH,Ohio,51-4062,"Patternmakers, Metal and Plastic",detailed,480,0.091
OH,Ohio,51-4071,Foundry Mold and Coremakers,detailed,"1,760",0.333
OH,Ohio,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"16,000",3.030
OH,Ohio,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"13,460",2.549
OH,Ohio,51-4111,Tool and Die Makers,detailed,"7,860",1.488
OH,Ohio,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"16,340",3.094
OH,Ohio,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,"3,240",0.613
OH,Ohio,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,"1,810",0.344
OH,Ohio,51-4192,"Layout Workers, Metal and Plastic",detailed,230,0.043
OH,Ohio,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"2,530",0.479
OH,Ohio,51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,750,0.141
OH,Ohio,51-4199,"Metal Workers and Plastic Workers, All Other",detailed,"1,740",0.329
OH,Ohio,51-5111,Prepress Technicians and Workers,detailed,"2,090",0.395
OH,Ohio,51-5112,Printing Press Operators,detailed,"8,680",1.644
OH,Ohio,51-5113,Print Binding and Finishing Workers,detailed,"2,790",0.529
OH,Ohio,51-6011,Laundry and Dry-Cleaning Workers,detailed,"6,340",1.200
OH,Ohio,51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,"2,220",0.421
OH,Ohio,51-6031,Sewing Machine Operators,detailed,"3,710",0.703
OH,Ohio,51-6041,Shoe and Leather Workers and Repairers,detailed,140,0.027
OH,Ohio,51-6051,"Sewers, Hand",detailed,30,0.006
OH,Ohio,51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,520,0.099
OH,Ohio,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,210,0.040
OH,Ohio,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,140,0.026
OH,Ohio,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,30,0.006
OH,Ohio,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,950,0.181
OH,Ohio,51-6093,Upholsterers,detailed,**,**
OH,Ohio,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,240,0.045
OH,Ohio,51-7011,Cabinetmakers and Bench Carpenters,detailed,"4,420",0.837
OH,Ohio,51-7021,Furniture Finishers,detailed,910,0.172
OH,Ohio,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,"1,030",0.195
OH,Ohio,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,"4,320",0.818
OH,Ohio,51-7099,"Woodworkers, All Other",detailed,360,0.067
OH,Ohio,51-8012,Power Distributors and Dispatchers,detailed,740,0.141
OH,Ohio,51-8013,Power Plant Operators,detailed,"1,300",0.246
OH,Ohio,51-8021,Stationary Engineers and Boiler Operators,detailed,"1,120",0.212
OH,Ohio,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,"4,740",0.898
OH,Ohio,51-8091,Chemical Plant and System Operators,detailed,"2,340",0.443
OH,Ohio,51-8092,Gas Plant Operators,detailed,320,0.060
OH,Ohio,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,"1,290",0.245
OH,Ohio,51-8099,"Plant and System Operators, All Other",detailed,400,0.076
OH,Ohio,51-9011,Chemical Equipment Operators and Tenders,detailed,"5,230",0.990
OH,Ohio,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,"2,020",0.383
OH,Ohio,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,"1,250",0.237
OH,Ohio,51-9022,"Grinding and Polishing Workers, Hand",detailed,"1,190",0.226
OH,Ohio,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,"8,490",1.608
OH,Ohio,51-9031,"Cutters and Trimmers, Hand",detailed,320,0.061
OH,Ohio,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,"3,580",0.679
OH,Ohio,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,"6,640",1.258
OH,Ohio,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,"1,370",0.259
OH,Ohio,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,"28,830",5.460
OH,Ohio,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,550,0.104
OH,Ohio,51-9081,Dental Laboratory Technicians,detailed,"1,120",0.212
OH,Ohio,51-9082,Medical Appliance Technicians,detailed,450,0.086
OH,Ohio,51-9083,Ophthalmic Laboratory Technicians,detailed,880,0.168
OH,Ohio,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,"19,760",3.741
OH,Ohio,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,"6,190",1.173
OH,Ohio,51-9122,"Painters, Transportation Equipment",detailed,"2,450",0.464
OH,Ohio,51-9123,"Painting, Coating, and Decorating Workers",detailed,660,0.125
OH,Ohio,51-9141,Semiconductor Processors,detailed,580,0.111
OH,Ohio,51-9151,Photographic Process Workers and Processing Machine Operators,detailed,890,0.168
OH,Ohio,51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,"1,150",0.217
OH,Ohio,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,"1,130",0.215
OH,Ohio,51-9193,Cooling and Freezing Equipment Operators and Tenders,detailed,280,0.054
OH,Ohio,51-9194,Etchers and Engravers,detailed,520,0.098
OH,Ohio,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,"2,720",0.514
OH,Ohio,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,"4,720",0.894
OH,Ohio,51-9197,Tire Builders,detailed,"1,210",0.229
OH,Ohio,51-9198,Helpers--Production Workers,detailed,"17,850",3.379
OH,Ohio,51-9199,"Production Workers, All Other",detailed,"18,150",3.438
OH,Ohio,53-0000,Transportation and Material Moving Occupations,major,"393,320",74.480
OH,Ohio,53-1011,Aircraft Cargo Handling Supervisors,detailed,70,0.014
OH,Ohio,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",detailed,"6,950",1.317
OH,Ohio,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,detailed,"7,220",1.366
OH,Ohio,53-2011,"Airline Pilots, Copilots, and Flight Engineers",detailed,990,0.187
OH,Ohio,53-2012,Commercial Pilots,detailed,"2,830",0.536
OH,Ohio,53-2021,Air Traffic Controllers,detailed,780,0.148
OH,Ohio,53-2022,Airfield Operations Specialists,detailed,290,0.055
OH,Ohio,53-2031,Flight Attendants,detailed,"1,260",0.239
OH,Ohio,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,800,0.152
OH,Ohio,53-3021,"Bus Drivers, Transit and Intercity",detailed,"6,220",1.179
OH,Ohio,53-3022,"Bus Drivers, School or Special Client",detailed,"12,440",2.355
OH,Ohio,53-3031,Driver/Sales Workers,detailed,"22,510",4.262
OH,Ohio,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,"71,710",13.580
OH,Ohio,53-3033,Light Truck or Delivery Services Drivers,detailed,"32,950",6.240
OH,Ohio,53-3041,Taxi Drivers and Chauffeurs,detailed,"6,370",1.205
OH,Ohio,53-3099,"Motor Vehicle Operators, All Other",detailed,"5,600",1.060
OH,Ohio,53-4011,Locomotive Engineers,detailed,"1,640",0.311
OH,Ohio,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",detailed,210,0.039
OH,Ohio,53-4021,"Railroad Brake, Signal, and Switch Operators",detailed,290,0.055
OH,Ohio,53-4031,Railroad Conductors and Yardmasters,detailed,**,**
OH,Ohio,53-4099,"Rail Transportation Workers, All Other",detailed,100,0.020
OH,Ohio,53-5011,Sailors and Marine Oilers,detailed,460,0.086
OH,Ohio,53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,380,0.073
OH,Ohio,53-5031,Ship Engineers,detailed,**,**
OH,Ohio,53-6011,Bridge and Lock Tenders,detailed,160,0.031
OH,Ohio,53-6021,Parking Lot Attendants,detailed,"4,430",0.839
OH,Ohio,53-6031,Automotive and Watercraft Service Attendants,detailed,"4,920",0.932
OH,Ohio,53-6041,Traffic Technicians,detailed,180,0.035
OH,Ohio,53-6051,Transportation Inspectors,detailed,840,0.158
OH,Ohio,53-6061,"Transportation Attendants, Except Flight Attendants",detailed,470,0.089
OH,Ohio,53-6099,"Transportation Workers, All Other",detailed,"1,160",0.220
OH,Ohio,53-7011,Conveyor Operators and Tenders,detailed,"1,720",0.327
OH,Ohio,53-7021,Crane and Tower Operators,detailed,"1,860",0.353
OH,Ohio,53-7031,Dredge Operators,detailed,130,0.025
OH,Ohio,53-7032,Excavating and Loading Machine and Dragline Operators,detailed,"1,010",0.192
OH,Ohio,53-7041,Hoist and Winch Operators,detailed,160,0.031
OH,Ohio,53-7051,Industrial Truck and Tractor Operators,detailed,"22,180",4.201
OH,Ohio,53-7061,Cleaners of Vehicles and Equipment,detailed,"12,680",2.401
OH,Ohio,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,"103,990",19.691
OH,Ohio,53-7063,Machine Feeders and Offbearers,detailed,"5,080",0.961
OH,Ohio,53-7064,"Packers and Packagers, Hand",detailed,"39,730",7.523
OH,Ohio,53-7071,Gas Compressor and Gas Pumping Station Operators,detailed,170,0.033
OH,Ohio,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,250,0.048
OH,Ohio,53-7073,Wellhead Pumpers,detailed,610,0.116
OH,Ohio,53-7081,Refuse and Recyclable Material Collectors,detailed,"6,450",1.220
OH,Ohio,53-7121,"Tank Car, Truck, and Ship Loaders",detailed,390,0.074
OH,Ohio,53-7199,"Material Moving Workers, All Other",detailed,460,0.088
OK,Oklahoma,00-0000,All Occupations,total,"1,597,130",1000.000
OK,Oklahoma,11-0000,Management Occupations,major,"89,950",56.321
OK,Oklahoma,11-1011,Chief Executives,detailed,"7,090",4.438
OK,Oklahoma,11-1021,General and Operations Managers,detailed,"26,740",16.740
OK,Oklahoma,11-1031,Legislators,detailed,670,0.422
OK,Oklahoma,11-2011,Advertising and Promotions Managers,detailed,220,0.136
OK,Oklahoma,11-2021,Marketing Managers,detailed,"1,500",0.942
OK,Oklahoma,11-2022,Sales Managers,detailed,"4,230",2.651
OK,Oklahoma,11-2031,Public Relations and Fundraising Managers,detailed,730,0.454
OK,Oklahoma,11-3011,Administrative Services Managers,detailed,"4,830",3.024
OK,Oklahoma,11-3021,Computer and Information Systems Managers,detailed,"3,020",1.893
OK,Oklahoma,11-3031,Financial Managers,detailed,"6,180",3.871
OK,Oklahoma,11-3051,Industrial Production Managers,detailed,"2,800",1.751
OK,Oklahoma,11-3061,Purchasing Managers,detailed,850,0.531
OK,Oklahoma,11-3071,"Transportation, Storage, and Distribution Managers",detailed,"1,420",0.887
OK,Oklahoma,11-3111,Compensation and Benefits Managers,detailed,250,0.157
OK,Oklahoma,11-3121,Human Resources Managers,detailed,"1,570",0.983
OK,Oklahoma,11-3131,Training and Development Managers,detailed,510,0.322
OK,Oklahoma,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,90,0.057
OK,Oklahoma,11-9021,Construction Managers,detailed,"3,340",2.092
